
Date,Scan_Num,Magnet_Temp(K),Magnet_Field(T),Field_SetPoint(T),Sample_Temp(K),VTI_Temp(K),NV_Pressure(mB),SampleTemp_SetPt(K),File
2022-11-27 17:11:28.901788,3,3.470,4.9000,4.90000,79.9996,77.6939,5.0472,80.0000,None
2022-11-27 17:18:33.545923,4,3.550,4.2000,4.20000,80.0028,77.7278,5.0000,80.0000,None
2022-11-27 17:23:46.447719,4,3.481,4.2000,4.20000,80.0027,77.7255,5.2930,80.0000,None
2022-11-27 17:24:42.482771,4,3.478,4.2000,4.20000,80.0007,77.7266,5.0052,80.0000,None
2022-11-27 17:31:42.487816,5,3.555,3.5000,3.50000,79.9987,77.7077,5.0738,80.0000,None
2022-11-27 17:37:00.507952,5,3.481,3.5000,3.50000,80.0036,77.7326,4.6120,80.0000,None
2022-11-27 17:37:56.493907,5,3.478,3.5000,3.50000,80.0011,77.7296,5.0359,80.0000,None
2022-11-27 17:45:00.191761,6,3.555,2.8000,2.80000,79.9986,77.7165,5.2628,80.0000,None
2022-11-27 17:50:15.300716,6,3.479,2.8000,2.80000,80.0053,77.7264,5.2173,80.0000,None
2022-11-27 17:51:08.237811,6,3.476,2.8000,2.80000,80.0027,77.7244,5.1048,80.0000,None
2022-11-27 17:58:10.192126,7,3.560,2.1000,2.10000,80.0008,77.7124,5.0073,80.0000,None
2022-11-27 18:03:28.290823,7,3.477,2.1000,2.10000,80.0023,77.7370,4.9041,80.0000,None
2022-11-27 18:04:24.126801,7,3.474,2.1000,2.10000,80.0018,77.7278,4.8419,80.0000,None
2022-11-27 18:11:27.692834,8,3.564,1.4000,1.40000,79.9969,77.7189,5.1551,80.0000,None
2022-11-27 18:16:42.823335,8,3.476,1.4000,1.40000,80.0034,77.7316,4.9537,80.0000,None
2022-11-27 18:17:38.690811,8,3.473,1.4000,1.40000,80.0017,77.7278,4.9979,80.0000,None
2022-11-27 18:24:30.534862,9,3.590,0.7000,0.70000,79.9973,77.7091,5.0805,80.0000,None
2022-11-27 18:29:47.425765,9,3.477,0.7000,0.70000,80.0047,77.7309,4.9331,80.0000,None
2022-11-27 18:30:41.154182,9,3.473,0.7000,0.70000,80.0027,77.7283,4.6907,80.0000,None
2022-11-27 18:42:23.151350,10,3.646,-0.7000,-0.70000,80.0086,77.7722,5.1790,80.0000,None
2022-11-27 18:47:39.627798,10,3.485,-0.7000,-0.70000,80.0031,77.7393,5.0000,80.0000,None
2022-11-27 18:48:35.504465,10,3.478,-0.7000,-0.70000,79.9968,77.7214,4.7976,80.0000,None
2022-11-27 18:55:39.136075,11,3.568,-1.4000,-1.40000,79.9987,77.7176,5.3889,80.0000,None
2022-11-27 19:00:54.276841,11,3.475,-1.4000,-1.40000,80.0051,77.7378,4.8538,80.0000,None
2022-11-27 19:01:50.209822,11,3.471,-1.4000,-1.40000,80.0032,77.7323,5.2051,80.0000,None
2022-11-27 19:08:41.926461,12,3.561,-2.1000,-2.10000,79.9966,77.7270,4.9274,80.0000,None
2022-11-27 19:13:58.819809,12,3.468,-2.1000,-2.10000,80.0017,77.7335,4.8972,80.0000,None
2022-11-27 19:14:52.718818,12,3.464,-2.1000,-2.10000,79.9998,77.7272,5.0109,80.0000,None
2022-11-27 19:21:56.617902,13,3.543,-2.8000,-2.80000,79.9968,77.7167,5.1306,80.0000,None
2022-11-27 19:27:11.741829,13,3.467,-2.8000,-2.80000,80.0040,77.7215,4.9296,80.0000,None
2022-11-27 19:28:07.757431,13,3.463,-2.8000,-2.80000,80.0026,77.7191,5.1104,80.0000,None
2022-11-27 19:34:59.639248,14,3.546,-3.5000,-3.50000,79.9978,77.7145,5.0221,80.0000,None
2022-11-27 19:40:16.590821,14,3.468,-3.5000,-3.50000,80.0030,77.7284,4.8511,80.0000,None
2022-11-27 19:41:10.586812,14,3.464,-3.5000,-3.50000,80.0022,77.7317,4.8460,80.0000,None
2022-11-27 19:48:03.839462,15,3.542,-4.2000,-4.20000,79.9987,77.7109,5.2608,80.0000,None
2022-11-27 19:53:19.738382,15,3.468,-4.2000,-4.20000,80.0028,77.7255,4.8866,80.0000,None
2022-11-27 19:54:15.263849,15,3.465,-4.2000,-4.20000,80.0009,77.7281,5.1870,80.0000,None
2022-11-27 20:01:15.372099,16,3.539,-4.9000,-4.90000,79.9985,77.7190,4.9787,80.0000,None
2022-11-27 20:06:33.395747,16,3.471,-4.9000,-4.90000,80.0031,77.7276,4.8324,80.0000,None
2022-11-27 20:07:29.196793,16,3.468,-4.9000,-4.90000,80.0019,77.7282,5.1233,80.0000,None
2022-11-27 20:14:32.413001,17,3.538,-5.6000,-5.60000,79.9965,77.7182,4.6609,80.0000,None
2022-11-27 20:19:45.421191,17,3.474,-5.6000,-5.60000,80.0023,77.7319,5.0927,80.0000,None
2022-11-27 20:20:40.585729,17,3.472,-5.6000,-5.60000,80.0029,77.7247,4.8669,80.0000,None
2022-11-27 20:27:15.749274,18,3.559,-6.3000,-6.30000,79.9980,77.7114,5.0110,80.0000,None
2022-11-27 20:32:32.688839,18,3.482,-6.3000,-6.30000,80.0028,77.7299,5.0797,80.0000,None
2022-11-27 20:33:28.844454,18,3.479,-6.3000,-6.30000,80.0023,77.7256,4.6398,80.0000,None
