
Date,Magnet_Temp(K),Magnet_Field(T),Field_SetPoint(T),Sample_Temp(K),VTI_Temp(K),PT2_Temp(K),NV_Pressure(mB),NV_Percent,SampleTemp_SetPt(K)
2023-02-02 17:52:50.877492,3.870,0.2376,0.00000,3.2685,2.8911,3.6357,5.1382,13.8552%,3.0000
2023-02-02 19:53:32.965578,3.581,-6.9219,-6.30000,5.2155,4.8493,3.5436,5.0177,18.4085%,5.0000
2023-02-02 21:54:16.341152,3.650,1.5185,2.10000,5.1812,4.8697,3.5627,5.1190,14.5907%,5.0000
2023-02-02 23:54:58.214775,3.583,4.9000,4.90000,7.5996,7.3713,3.5522,4.7375,14.8775%,7.5000
2023-02-03 01:55:36.163454,3.570,-3.5000,-3.50000,7.5892,7.3519,3.5371,4.7952,14.7051%,7.5000
2023-02-03 03:56:11.271659,3.532,0.0000,-7.00000,7.5902,7.3329,3.5072,4.6015,15.0057%,7.5000
2023-02-03 05:56:44.476992,3.533,0.0000,-7.00000,7.5953,7.3486,3.5161,4.9378,18.4573%,7.5000
2023-02-03 07:57:17.996979,3.535,0.0000,-7.00000,7.5866,7.3408,3.5186,5.0150,17.8408%,7.5000
2023-02-03 09:57:51.831653,3.387,-0.0000,-7.00000,1.1986,77.6355,3.4313,5.0108,19.4446%,80.0000
2023-02-03 11:58:25.894415,3.384,-0.0000,-7.00000,1.1986,77.7095,3.4281,5.1434,18.8327%,80.0000
2023-02-03 13:58:58.743102,3.387,0.0001,-7.00000,1.1986,77.7224,3.4311,4.9510,18.9715%,80.0000
2023-02-03 14:08:53.324815,3.387,-0.0000,-7.00000,1.1986,77.7150,3.4274,5.2654,18.9044%,80.0000
