Date,Magnet_Temp,Magnet_Field,Field_SetPoint,VTI_Temp,Sample_Temp,NV_Percent,Temp_SetPoint
2022-10-26 13:21:55.506598,228.555,-0.0000,0.00000,1.1986,243.8737,234.1652,73.2291,100.0000%,300.000
2022-10-26 15:22:29.530628,237.224,0.0000,0.00000,1.1986,250.7367,242.2174,73.4553,100.0000%,300.000
2022-10-26 17:23:02.610105,244.663,0.0000,0.00000,1.1986,256.5876,248.9969,73.5721,100.0000%,300.000
2022-10-26 19:23:34.321622,251.078,0.0000,0.00000,1.1986,261.5037,255.0177,73.6644,100.0000%,300.000
2022-10-26 21:24:07.501289,256.867,-0.0000,0.00000,1.1986,265.9236,260.2025,73.6707,100.0000%,300.000
2022-10-26 23:24:42.675369,261.858,0.0000,0.00000,1.1986,269.6449,264.8869,73.7930,100.0000%,300.000
2022-10-27 01:25:14.164574,266.277,0.0000,0.00000,1.1986,273.0055,268.8493,73.8776,100.0000%,300.000
2022-10-27 03:25:47.095007,270.009,0.0000,0.00000,1.1986,275.8612,272.3640,73.9415,100.0000%,300.000
2022-10-27 05:26:21.490463,273.424,0.0000,0.00000,1.1986,278.3285,275.4051,73.9909,100.0000%,300.000
2022-10-27 07:26:53.904166,276.311,0.0000,0.00000,1.1986,280.4775,278.0335,74.0393,100.0000%,300.000
2022-10-27 09:27:27.465559,278.802,0.0000,0.00000,1.1986,282.4682,280.2867,74.0799,100.0000%,300.000
2022-10-27 11:27:59.827913,281.013,-0.0000,0.00000,1.1986,284.1865,282.3743,74.1412,100.0000%,300.000
2022-10-27 13:28:34.059568,282.994,-0.0000,0.00000,1.1986,285.6812,284.1809,74.1608,100.0000%,300.000
2022-10-27 15:29:06.286003,284.710,0.0000,0.00000,1.1986,286.9653,285.7369,74.1905,100.0000%,300.000
2022-10-27 17:29:40.739927,286.153,0.0000,0.00000,1.1986,288.0645,287.0274,74.2140,100.0000%,300.000
2022-10-27 19:30:14.458056,287.386,0.0000,0.00000,1.1986,288.9824,288.1290,74.2423,100.0000%,300.000
2022-10-27 21:30:48.037499,288.429,0.0001,0.00000,1.1986,289.7788,289.0632,74.1528,100.0000%,300.000
2022-10-27 23:31:19.562450,289.304,-0.0000,0.00000,1.1986,290.4539,289.8437,74.2239,100.0000%,300.000
2022-10-28 01:31:50.987417,290.020,-0.0000,0.00000,1.1986,291.0585,290.5554,74.2545,100.0000%,300.000
2022-10-28 03:32:24.727333,290.685,0.0000,0.00000,1.1986,291.5154,291.1253,74.2754,100.0000%,300.000
2022-10-28 05:33:00.093772,291.224,0.0000,0.00000,1.1986,291.9446,291.6181,74.2846,100.0000%,300.000
2022-10-28 07:33:33.372157,291.711,0.0000,0.00000,1.1986,292.2933,292.0346,74.2880,100.0000%,300.000
2022-10-28 09:34:06.877402,292.094,0.0000,0.00000,1.1986,292.6089,292.3893,74.3045,100.0000%,300.000
2022-10-28 11:34:42.337229,292.507,-0.0000,0.00000,1.1986,292.9451,292.7612,74.4389,100.0000%,300.000
2022-10-28 13:35:17.229617,292.886,0.0000,0.00000,1.1986,293.4047,293.1816,74.6772,100.0000%,300.000
2022-10-28 15:35:50.451358,293.367,0.0000,0.00000,1.1986,293.8818,293.6713,74.9356,100.0000%,300.000
2022-10-28 17:36:24.055987,293.790,0.0000,0.00000,1.1986,293.7870,294.0740,75.0516,100.0000%,300.000
2022-10-28 19:36:59.458317,294.089,0.0000,0.00000,1.1986,294.4626,294.3268,74.9938,100.0000%,300.000
2022-10-28 21:37:34.770625,294.312,0.0000,0.00000,1.1986,294.5707,294.4843,74.6767,100.0000%,300.000
2022-10-28 23:38:08.393956,294.437,0.0000,0.00000,1.1986,294.5974,294.5527,74.3125,100.0000%,300.000
2022-10-29 01:38:42.909990,294.494,0.0000,0.00000,1.1986,294.5504,294.5987,74.1913,100.0000%,300.000
2022-10-29 03:39:15.880097,294.524,0.0000,0.00000,1.1986,294.5550,294.5973,74.3232,100.0000%,300.000
2022-10-29 05:39:49.582991,294.512,0.0000,0.00000,1.1986,294.5400,294.6007,74.3527,100.0000%,300.000
2022-10-29 07:40:25.257197,294.529,0.0000,0.00000,1.1986,294.5428,294.5891,74.3577,100.0000%,300.000
2022-10-29 09:40:57.424069,294.541,-0.0000,0.00000,1.1986,294.5244,294.5922,74.3828,100.0000%,300.000
2022-10-29 11:41:31.566943,294.535,-0.0000,0.00000,1.1986,294.5303,294.5894,74.3586,100.0000%,300.000
2022-10-29 13:42:05.293699,294.567,-0.0000,0.00000,1.1986,294.6165,294.6485,74.4580,100.0000%,300.000
2022-10-29 15:42:39.576568,294.605,0.0000,0.00000,1.1986,294.6737,294.7069,74.4267,100.0000%,300.000
2022-10-29 17:43:14.217305,294.678,-0.0000,0.00000,1.1986,294.7132,294.7580,74.4146,100.0000%,300.000
2022-10-29 19:43:49.518014,294.718,0.0000,0.00000,1.1986,294.7553,294.8041,74.4440,100.0000%,300.000
2022-10-29 21:44:23.728973,294.753,0.0000,0.00000,1.1986,294.7937,294.8384,74.4265,100.0000%,300.000
2022-10-29 23:44:58.432455,294.775,0.0000,0.00000,1.1986,294.8249,294.8547,74.2990,100.0000%,300.000
2022-10-30 01:45:33.580047,294.770,0.0000,0.00000,1.1986,294.7828,294.8539,74.3768,100.0000%,300.000
2022-10-30 03:46:07.124468,294.778,-0.0000,0.00000,1.1986,294.7639,294.8365,74.3711,100.0000%,300.000
2022-10-30 05:46:39.520495,294.788,0.0000,0.00000,1.1986,294.7620,294.8413,74.3805,100.0000%,300.000
2022-10-30 07:47:11.468156,294.760,-0.0000,0.00000,1.1986,294.7449,294.8200,74.3866,100.0000%,300.000
2022-10-30 09:47:45.604026,294.748,0.0000,0.00000,1.1986,294.7172,294.7959,74.4268,100.0000%,300.000
2022-10-30 11:48:20.703481,294.715,-0.0000,0.00000,1.1986,294.7113,294.7642,74.4283,100.0000%,300.000
2022-10-30 13:48:55.727379,294.718,-0.0000,0.00000,1.1986,294.7193,294.7694,74.5178,100.0000%,300.000
2022-10-30 15:49:31.550020,294.736,0.0000,0.00000,1.1986,294.8018,294.8419,74.5615,100.0000%,300.000
2022-10-30 17:50:04.880029,294.801,-0.0000,0.00000,1.1986,294.8357,294.8723,74.5230,100.0000%,300.000
2022-10-30 19:50:38.559623,294.827,0.0000,0.00000,1.1986,294.8579,294.9086,74.5029,100.0000%,300.000
2022-10-30 21:51:11.940026,294.867,0.0000,0.00000,1.1986,294.8877,294.9302,74.4344,100.0000%,300.000
2022-10-30 23:51:46.495583,294.843,0.0000,0.00000,1.1986,294.8514,294.9206,74.4735,100.0000%,300.000
2022-10-31 01:52:18.824397,294.854,-0.0000,0.00000,1.1986,294.8265,294.8908,74.5039,100.0000%,300.000
2022-10-31 03:52:52.277484,294.814,0.0000,0.00000,1.1986,294.7646,294.8555,74.5140,100.0000%,300.000
2022-10-31 05:53:25.636764,294.767,0.0000,0.00000,1.1986,294.7554,294.8264,74.5142,100.0000%,300.000
2022-10-31 07:53:59.046233,294.776,0.0000,0.00000,1.1986,294.7159,294.7933,74.5206,100.0000%,300.000
2022-10-31 09:41:34.525399,294.736,0.0000,0.00000,None,None,None,None,None,None
2022-10-31 09:45:35.526380,294.696,-0.0000,0.00000,1.1986,294.6824,294.7787,74.5260,100.0000%,300.000
2022-10-31 10:18:21.254592,294.725,0.0000,0.00000,1.1986,294.6807,294.7617,74.5269,100.0000%,0.0000
2022-11-02 14:36:24.406258,295.405,0.0000,0.00000,294.3409,294.2270,295.4917,3.6480,100.0000%,0.0000
2022-11-02 16:36:56.403959,284.986,0.0000,0.00000,287.4584,284.0760,224.6626,4.5111,100.0000%,1.7000
2022-11-02 18:37:31.989022,267.477,-0.0000,0.00000,260.4323,256.1090,201.9809,5.4297,100.0000%,1.7000
2022-11-02 20:38:05.040007,249.615,0.0000,0.00000,233.4451,229.4169,185.7689,6.1274,100.0000%,1.7000
2022-11-02 22:38:39.425012,232.492,0.0000,0.00000,210.0664,206.7859,171.1727,6.7253,100.0000%,1.7000
2022-11-03 00:39:12.969865,216.238,-0.0000,0.00000,190.2252,187.3876,157.8333,7.2842,100.0000%,1.7000
2022-11-03 02:39:48.573239,200.684,-0.0000,0.00000,172.9857,170.3122,145.2968,7.8238,100.0000%,1.7000
2022-11-03 04:40:24.041609,185.948,0.0000,0.00000,157.5001,155.2258,133.1158,8.4261,100.0000%,1.7000
2022-11-03 06:40:55.743614,171.513,-0.0000,0.00000,143.3142,141.1329,121.2611,9.0522,100.0000%,1.7000
2022-11-03 08:41:29.591634,157.683,-0.0000,0.00000,129.5994,127.6943,109.0693,9.7538,100.0000%,1.7000
2022-11-03 10:42:01.203979,143.831,-0.0000,0.00000,116.4289,114.6703,98.1575,10.0652,93.7575%,1.7000
2022-11-03 12:42:34.826498,129.762,0.0000,0.00000,103.9525,102.3838,87.6796,10.0881,84.7318%,1.7000
2022-11-03 14:43:08.267000,115.696,0.0000,0.00000,91.8877,90.5663,77.5208,10.0691,79.3378%,1.7000
2022-11-03 16:43:41.966809,100.638,0.0000,0.00000,80.1142,79.0806,67.6322,10.0604,73.9040%,1.7000
2022-11-03 18:44:15.835742,84.220,0.0000,0.00000,68.3276,67.5228,57.6894,10.0706,68.8685%,1.7000
2022-11-03 20:44:49.377006,64.457,0.0000,0.00000,55.6636,55.0568,46.6376,10.1045,62.3163%,1.7000
2022-11-03 22:45:22.806009,31.769,-0.0000,0.00000,35.9565,35.4892,25.8420,10.3187,48.9006%,1.7000
2022-11-04 00:45:56.213000,3.483,-0.0000,0.00000,1.7834,1.7060,3.5955,9.6831,27.9545%,1.7000
2022-11-04 02:46:30.137530,3.448,0.0000,0.00000,1.7809,1.7069,3.5765,9.7502,28.3421%,1.7000
2022-11-04 04:47:03.821633,3.469,-0.0000,0.00000,1.9337,1.7159,3.6083,10.1289,27.6707%,1.7000
2022-11-04 06:47:37.290002,3.461,-0.0000,0.00000,1.9583,1.7193,3.6009,10.3047,30.5699%,1.7000
2022-11-04 08:48:12.238305,3.441,0.0000,0.00000,1.7836,1.7051,3.5685,9.7138,30.1717%,1.7000
2022-11-04 10:48:45.800128,3.283,-0.0000,0.00000,1.6958,1.5512,3.3009,4.7036,20.4898%,1.7000
2022-11-04 12:49:18.070234,3.670,-0.0000,0.00000,18.3517,15.9613,3.9204,12.4392,22.5971%,1.7000
2022-11-04 14:49:52.102196,3.680,4.0389,0.00000,5.1736,4.8669,3.5320,5.1136,17.8607%,5.0000
2022-11-04 16:50:35.795934,3.681,-3.1626,0.00000,5.1683,4.8494,3.5202,5.0093,16.4370%,5.0000
2022-11-04 17:28:57.060601,3.461,-0.0000,0.00000,5.1673,4.8714,3.4053,4.7429,17.3205%,5.0000
2022-11-04 17:50:01.155538,3.467,0.0000,0.00000,5.1576,4.8778,3.4190,5.0817,18.7396%,5.0000
2022-11-04 19:50:33.239635,3.692,-2.3204,-7.00000,5.1686,4.8867,3.5205,4.6674,15.1415%,5.0000
2022-11-04 21:51:15.776658,3.312,-0.0000,0.00000,5.1645,4.8803,3.3361,4.9236,19.0723%,5.0000
2022-11-04 23:51:48.578949,3.306,0.0000,0.00000,5.1641,4.8690,3.3325,5.0577,18.6969%,5.0000
2022-11-05 01:52:23.686003,3.304,0.0000,0.00000,5.1606,4.8971,3.3283,5.0730,17.1908%,5.0000
2022-11-05 03:52:57.431157,3.298,0.0000,0.00000,5.1593,4.8654,3.3210,5.0529,15.5718%,5.0000
2022-11-05 05:53:30.001098,3.297,0.0000,0.00000,5.1497,4.8721,3.3218,5.0137,17.0596%,5.0000
2022-11-05 07:54:03.683052,3.297,0.0000,0.00000,5.1515,4.8850,3.3203,5.2222,18.5077%,5.0000
2022-11-05 09:54:36.849163,3.298,0.0000,0.00000,5.1416,4.9235,3.3201,4.9672,18.8418%,5.0000
2022-11-05 11:55:10.172949,3.299,-0.0000,0.00000,5.1430,4.8875,3.3253,5.0040,18.8540%,5.0000
2022-11-05 13:55:41.904611,3.301,0.0000,0.00000,5.1422,4.8725,3.3265,4.7302,18.9899%,5.0000
2022-11-05 15:56:16.827105,3.301,-0.0000,0.00000,5.1507,4.8761,3.3228,4.9082,18.7350%,5.0000
2022-11-05 17:56:50.405631,3.301,-0.0000,0.00000,5.1517,4.9082,3.3271,4.9964,18.2956%,5.0000
2022-11-05 19:57:24.140058,3.300,-0.0000,0.00000,5.1576,4.8661,3.3232,4.8652,17.6623%,5.0000
2022-11-05 21:57:58.053438,3.300,-0.0000,0.00000,5.1583,4.8681,3.3222,5.0316,16.8750%,5.0000
2022-11-05 23:58:32.897330,3.300,-0.0000,0.00000,5.1584,4.8749,3.3263,5.0052,16.0769%,5.0000
2022-11-06 01:59:05.254980,3.298,0.0000,0.00000,5.1536,4.8838,3.3228,5.2379,15.6786%,5.0000
2022-11-06 02:59:39.008967,3.298,0.0000,0.00000,5.1564,4.8702,3.3226,4.8313,15.5871%,5.0000
2022-11-06 05:00:12.071262,3.293,0.0000,0.00000,5.1634,4.8761,3.3160,5.0958,16.8093%,5.0000
2022-11-06 07:00:47.387178,3.295,-0.0000,0.00000,5.1452,4.9189,3.3171,5.0683,19.0631%,5.0000
2022-11-06 09:01:21.967677,3.297,0.0000,0.00000,5.1579,4.8773,3.3187,4.9165,18.6908%,5.0000
2022-11-06 11:01:56.405480,3.297,0.0000,0.00000,5.1544,4.8813,3.3220,4.9100,18.1521%,5.0000
2022-11-06 13:02:31.914670,3.296,-0.0000,0.00000,5.1596,4.8836,3.3181,5.1203,17.9812%,5.0000
2022-11-06 15:03:05.179988,3.296,0.0000,0.00000,5.1607,4.8872,3.3216,5.1780,17.8820%,5.0000
2022-11-06 17:03:40.125469,3.297,0.0000,0.00000,5.1539,4.8977,3.3219,5.1282,17.8515%,5.0000
2022-11-06 19:04:13.713637,3.296,0.0000,0.00000,5.1569,4.8734,3.3205,4.9688,17.3358%,5.0000
2022-11-06 21:04:47.011994,3.296,0.0000,0.00000,5.1483,4.8797,3.3217,4.9816,16.6445%,5.0000
2022-11-06 23:05:20.946401,3.296,-0.0000,0.00000,5.1608,4.8766,3.3182,5.0414,16.0266%,5.0000
2022-11-07 01:05:55.410095,3.295,0.0000,0.00000,5.1610,4.8537,3.3185,5.1988,15.5840%,5.0000
2022-11-07 03:06:29.295003,3.292,-0.0000,0.00000,5.1524,4.8686,3.3129,5.0185,16.8307%,5.0000
2022-11-07 05:07:02.143502,3.292,-0.0000,0.00000,5.1442,4.8538,3.3149,4.9066,18.9853%,5.0000
2022-11-07 07:07:35.872616,3.296,-0.0000,0.00000,5.1486,4.8808,3.3217,5.1429,18.5183%,5.0000
2022-11-07 09:08:07.909996,3.295,-0.0000,0.00000,5.1484,4.8901,3.3186,5.0172,17.9904%,5.0000
2022-11-17 15:45:24.588635,3.305,-0.0000,0.00000,1.1986,76.7007,3.3372,5.0097,18.6435%,79.0000
2022-11-29 15:02:27.694943,3.300,0.0000,-6.30000,1.1986,77.7318,3.3297,5.1788,16.5042%,80.0000
2022-11-29 16:02:22.008421,3.657,-0.0000,0.00000,2.0156,1.7681,3.7973,7.4393,12.3873%,2.0000
2022-11-29 18:02:53.979270,3.734,-1.4782,-7.00000,2.0066,1.9168,3.5530,5.0205,16.6705%,2.0000
2022-11-29 20:03:39.009773,3.444,0.0000,0.00000,1.9971,1.9087,3.4030,4.8833,17.3556%,2.0000
2022-11-29 22:04:13.351695,3.447,0.0000,0.00000,1.9953,1.9132,3.4100,5.0119,17.4655%,2.0000
2022-11-30 00:04:47.964821,3.446,0.0000,0.00000,2.0015,1.9130,3.4119,5.0660,17.4578%,2.0000
2022-11-30 02:05:19.797789,3.446,-0.0000,0.00000,1.9942,1.9141,3.4137,4.9765,17.4441%,2.0000
2022-11-30 04:05:51.419312,3.446,-0.0000,0.00000,1.9999,1.9135,3.4134,4.9718,17.4044%,2.0000
2022-11-30 06:06:24.414936,3.446,-0.0000,0.00000,2.0019,1.9124,3.4097,5.0188,17.4823%,2.0000
2022-11-30 08:06:57.281855,3.447,0.0000,0.00000,2.0008,1.9131,3.4116,4.9958,17.4166%,2.0000
2022-11-30 10:07:29.310530,3.632,5.0699,7.00000,2.0173,1.9138,3.5112,5.0079,14.1024%,2.0000
2022-11-30 12:08:12.414355,3.567,-6.6759,0.00000,2.0326,1.9118,3.4549,4.7540,15.4788%,2.0000
2022-11-30 13:35:48.254432,3.453,0.0000,0.00000,2.0005,1.9122,3.4163,4.9993,17.5402%,2.0000
2022-11-30 15:36:20.193313,3.940,-0.1793,-7.00000,1.9929,1.9171,3.5721,5.0768,14.4366%,2.0000
2022-11-30 17:37:02.415660,3.677,2.5100,7.00000,5.2037,4.8500,3.5208,4.9095,16.4523%,5.0000
2022-11-30 19:37:43.001868,3.632,-5.3207,-7.00000,5.2012,4.9089,3.5044,4.9282,14.1344%,5.0000
2022-11-30 21:38:25.479173,3.529,6.8763,0.00000,9.9889,9.8310,3.4461,4.8849,15.0439%,10.0000
2022-11-30 23:39:07.504779,3.651,-4.0397,0.00000,10.0044,9.8112,3.5093,4.8405,16.4492%,10.0000
2022-12-01 01:39:49.545993,3.704,1.7208,0.00000,14.9905,13.7618,3.5386,5.1468,16.3745%,15.0000
2022-12-01 03:40:31.857450,3.346,0.0000,0.00000,14.9917,13.7800,3.3518,4.5295,14.6639%,15.0000
2022-12-01 05:41:03.657829,3.296,-0.0000,0.00000,14.9949,13.7741,3.3323,4.9631,17.4044%,15.0000
2022-12-01 07:41:37.345230,3.294,0.0000,0.00000,15.0023,13.7430,3.3300,4.9503,16.7300%,15.0000
2022-12-01 09:42:10.751471,3.295,0.0000,0.00000,15.0051,13.7762,3.3319,5.0094,15.7198%,15.0000
2022-12-01 10:03:04.633529,3.297,-0.0000,0.00000,4.5185,3.6531,3.3335,5.2595,15.4665%,2.0000
2022-12-01 10:15:39.386583,3.454,0.0000,0.00000,2.0085,1.9285,3.4249,5.0781,14.6273%,2.0000
2022-12-01 12:04:04.287139,3.292,0.0000,0.00000,2.0022,1.9139,3.3262,4.9901,17.5509%,2.0000
2022-12-01 14:04:36.461292,3.686,1.9780,0.00000,24.9987,23.5376,3.5219,4.4948,16.1975%,25.0000
2022-12-01 16:05:18.648081,3.445,0.0000,0.00000,25.0005,23.6159,3.4226,4.8172,15.0500%,25.0000
2022-12-01 18:05:52.203921,3.636,4.0712,7.00000,2.0061,1.9093,3.5038,4.9361,14.2565%,2.0000
2022-12-01 20:06:34.290970,3.617,-6.8958,-7.00000,2.0365,1.9142,3.4914,4.9254,15.3689%,2.0000
2022-12-01 22:07:18.050809,3.746,0.8290,0.00000,1.9968,1.9151,3.5489,5.0571,16.2783%,2.0000
2022-12-02 00:08:01.458442,3.712,1.1677,0.00000,1.9966,1.9157,3.5298,5.0236,16.1456%,2.0000
2022-12-02 02:08:44.690537,3.274,0.0001,0.00000,1.9931,1.8992,3.2989,4.7230,17.7340%,2.0000
2022-12-02 04:09:16.557465,3.288,-0.0000,0.00000,1.9986,1.9134,3.3219,4.9970,17.5860%,2.0000
2022-12-02 06:09:49.945687,3.287,0.0000,0.00000,2.0026,1.9144,3.3244,5.0141,17.2076%,2.0000
2022-12-02 08:10:21.218628,3.287,-0.0000,0.00000,1.9962,1.9115,3.3206,5.0218,16.9772%,2.0000
2022-12-02 10:10:55.337492,3.286,0.0000,0.00000,1.9987,1.9099,3.3208,4.9679,16.8917%,2.0000
2022-12-02 12:11:29.926439,3.648,3.1114,7.00000,2.0036,1.9086,3.5059,4.9485,14.1924%,2.0000
2022-12-02 14:12:13.634059,3.638,-4.0910,-7.00000,2.0060,1.9114,3.5011,4.9201,16.5103%,2.0000
2022-12-02 16:12:58.520804,3.651,3.6790,7.00000,5.2047,4.8688,3.5135,4.9749,14.2397%,5.0000
2022-12-02 18:13:39.205804,3.634,-4.6951,-7.00000,5.2042,4.8562,3.5020,5.0673,15.5306%,5.0000
2022-12-02 20:14:22.403293,3.648,4.3476,7.00000,10.0052,9.8136,3.5264,5.3047,14.8577%,10.0000
2022-12-02 22:15:02.877494,3.630,-5.3319,-7.00000,9.9932,9.8221,3.5004,4.6906,14.4549%,10.0000
2022-12-03 00:15:44.744853,3.633,4.8812,7.00000,15.0000,13.7821,3.5016,5.0228,15.8679%,15.0000
2022-12-03 02:16:28.411956,3.625,-5.8530,-7.00000,15.0031,13.7595,3.4977,4.9181,17.0947%,15.0000
2022-12-03 04:17:09.987820,3.623,5.4494,7.00000,24.9972,23.6234,3.4917,4.6595,17.3785%,25.0000
2022-12-03 06:17:51.057711,3.619,-6.4054,-7.00000,25.0009,23.6198,3.4921,4.2577,16.1868%,25.0000
2022-12-03 08:18:32.670924,3.664,3.0180,7.00000,2.0069,1.9170,3.5219,5.0101,14.2336%,2.0000
2022-12-03 10:19:14.857711,3.643,-4.0705,-7.00000,2.0066,1.9121,3.5101,4.9883,14.6639%,2.0000
2022-12-03 12:19:57.097193,3.589,5.0000,5.00000,2.0122,1.9107,3.4943,4.9453,15.0881%,2.0000
2022-12-03 14:20:40.651075,3.710,-1.3703,0.00000,1.9916,1.9163,3.5355,5.0479,16.2051%,2.0000
2022-12-03 16:21:23.983421,3.703,-1.3425,0.00000,1.9959,1.9150,3.5271,5.0190,16.9253%,2.0000
2022-12-03 18:22:07.883356,3.646,3.6992,7.00000,14.9981,13.7632,3.5151,4.8566,16.5332%,15.0000
2022-12-03 20:22:50.397453,3.638,-4.7203,-7.00000,15.0041,13.7381,3.5089,4.8576,14.7829%,15.0000
2022-12-03 22:23:33.710378,3.471,5.0000,5.00000,14.9989,13.7864,3.4179,4.6567,16.3973%,15.0000
2022-12-04 00:24:08.812670,3.753,-0.8085,0.00000,14.9976,13.7577,3.5548,5.1562,15.9792%,15.0000
2022-12-04 02:24:49.943228,3.739,-0.8644,0.00000,14.9951,13.7560,3.5449,5.0098,15.1568%,15.0000
2022-12-04 04:25:32.302920,3.295,-0.0000,0.00000,14.9977,13.7622,3.3321,5.2271,17.8668%,15.0000
2022-12-04 06:26:07.119117,3.294,0.0001,0.00000,15.0004,13.7546,3.3271,4.9323,16.7468%,15.0000
2022-12-04 08:26:40.441857,3.292,-0.0000,0.00000,14.9967,13.7614,3.3268,4.9789,15.2743%,15.0000
2022-12-04 10:27:14.388869,3.291,0.0000,0.00000,14.9854,13.7684,3.3263,4.9513,15.1095%,15.0000
2022-12-04 12:27:47.540046,3.291,0.0000,0.00000,14.9960,13.7551,3.3239,5.0599,15.4665%,15.0000
2022-12-05 09:46:00.954856,3.288,0.0000,0.00000,14.9996,13.7580,3.3228,4.6701,17.0443%,15.0000
2022-12-05 11:46:33.416468,6.342,-0.0000,0.00000,76.6901,55.2739,7.3185,45.8748,100.0000%,1.7000
2022-12-05 13:47:07.904926,3.694,1.8048,0.00000,1.9815,1.9360,3.5287,5.0333,16.9741%,2.0000
2022-12-05 15:47:51.237441,3.296,-0.0001,0.00000,2.0015,1.9388,3.3292,5.0095,17.8012%,2.0000
2022-12-05 17:48:26.527468,3.464,7.0000,7.00000,2.1547,1.9512,3.4085,4.7148,15.4528%,2.0000
2022-12-05 19:49:04.485171,3.615,-6.2134,0.00000,2.0475,1.9247,3.4949,5.1110,17.2900%,2.0000
2022-12-05 21:49:46.734933,3.578,6.5375,0.00000,5.2007,4.8939,3.4632,4.7087,15.0713%,5.0000
2022-12-05 23:50:30.867572,3.629,-5.5117,0.00000,5.2055,4.8885,3.4946,4.8806,16.5759%,5.0000
2022-12-06 01:51:13.089131,3.622,5.8198,0.00000,10.0055,9.7893,3.4938,5.2469,14.6670%,10.0000
2022-12-06 03:51:54.527327,3.636,-4.7986,0.00000,10.0091,9.8102,3.4991,4.8581,16.8002%,10.0000
2022-12-06 05:52:38.124856,3.634,5.1388,0.00000,14.9997,13.7581,3.4980,5.2120,14.9966%,15.0000
2022-12-06 07:53:20.380797,3.647,-4.0901,0.00000,15.0022,13.7565,3.5069,5.0555,15.7473%,15.0000
2022-12-06 09:54:02.575590,3.651,4.3782,0.00000,24.9999,23.6191,3.5181,5.0041,16.8185%,25.0000
2022-12-06 11:54:44.691306,3.657,-3.3326,0.00000,25.0011,23.5882,3.5091,4.5640,16.9970%,25.0000
2022-12-06 13:04:58.044813,3.303,0.0000,0.00000,4.8092,3.9581,3.3370,5.0766,17.6730%,2.0000
2022-12-06 13:25:47.849466,3.304,-0.0000,0.00000,1.9998,1.9362,3.3428,5.2131,16.5026%,2.0000
2022-12-06 13:33:50.558459,3.303,-0.0000,0.00000,2.0010,1.9397,3.3424,5.2052,16.0189%,2.0000
2022-12-06 13:38:08.371243,3.304,0.0000,0.00000,1.9991,1.9371,3.3422,5.1660,15.7763%,2.0000
2022-12-06 13:42:59.429109,3.302,0.0001,0.00000,1.9994,1.9376,3.3399,5.1195,15.5032%,2.0000
2022-12-06 15:43:31.489734,3.894,0.0899,0.00000,1.9886,1.9348,3.6041,5.1748,15.8114%,2.0000
2022-12-06 17:44:12.939831,3.477,0.0000,0.00000,2.0095,1.9375,3.4269,4.9264,15.6817%,2.0000
2022-12-06 19:44:51.095920,3.628,-4.4228,-5.00000,2.1606,1.9478,3.4885,4.7984,16.0952%,2.0000
2022-12-06 21:45:31.990268,3.895,-0.4367,-3.00000,1.9621,1.9301,3.5874,5.0869,14.6441%,2.0000
2022-12-06 23:46:13.669754,3.456,0.0000,0.00000,2.0061,1.9372,3.4108,4.8573,17.1939%,2.0000
2022-12-07 01:46:50.144794,3.796,0.4546,0.00000,24.9995,23.5660,3.5670,5.8523,14.8821%,25.0000
2022-12-07 03:47:34.131529,3.527,0.0000,0.00000,25.0024,23.6486,3.4754,5.0801,14.8409%,25.0000
2022-12-07 05:48:07.765311,3.635,-4.0299,-5.00000,25.0013,23.5729,3.4973,5.3637,15.1492%,25.0000
2022-12-07 07:48:50.321298,3.576,-0.0678,-3.00000,24.9994,23.5768,3.4659,4.3108,16.4843%,25.0000
2022-12-07 09:49:35.690643,3.522,0.0000,0.00000,25.0056,23.6130,3.4698,6.1930,16.5942%,25.0000
2022-12-07 11:50:08.435819,3.292,0.0000,0.00000,24.9993,23.6259,3.3274,4.6690,17.9171%,25.0000
2022-12-07 12:52:41.150961,3.294,0.0000,0.00000,25.0007,23.6120,3.3303,5.9654,17.5341%,25.0000
2022-12-07 13:37:50.464945,3.301,0.0001,0.00000,2.0086,1.9383,3.3393,5.1040,14.7219%,2.0000
2022-12-07 15:38:32.898712,3.676,3.2644,4.00000,2.0014,1.9179,3.5100,4.8367,11.3542%,2.0000
2022-12-07 17:39:15.071826,3.721,-1.2751,0.00000,1.9929,1.9188,3.5449,5.1605,16.3333%,2.0000
2022-12-07 19:39:56.270306,3.628,5.0907,7.00000,2.0126,1.9082,3.5033,4.8885,15.9823%,2.0000
2022-12-07 21:40:39.600281,3.635,-6.1147,-7.00000,2.0279,1.9109,3.5131,5.0229,13.9040%,2.0000
2022-12-07 23:41:21.752163,3.650,4.6450,7.00000,5.1942,4.8887,3.5262,5.0311,16.9924%,5.0000
2022-12-08 01:42:02.681660,3.641,-5.6103,-7.00000,5.1877,4.8561,3.5156,4.9324,14.2229%,5.0000
2022-12-08 03:42:44.053600,3.669,4.0860,7.00000,10.0036,9.8166,3.5502,5.2924,14.1131%,10.0000
2022-12-08 05:43:28.379319,3.643,-5.0698,-7.00000,9.9965,9.8208,3.5172,5.0399,14.2535%,10.0000
2022-12-08 07:44:09.381519,3.661,3.6248,7.00000,14.9979,13.7697,3.5250,5.1826,16.7010%,15.0000
2022-12-08 09:44:52.418288,3.646,-4.6221,-7.00000,14.9921,13.7700,3.5174,4.6362,14.0719%,15.0000
2022-12-08 11:45:36.216465,3.686,3.1465,7.00000,25.0000,23.6216,3.5561,5.1338,14.5480%,25.0000
